Area;Key;Comment;Default language;Comment.fi-FI;.fi-FI;Comment.sv-SE;.sv-SE
Building;quality__req_structureSection_completionDate;The value of the completionDate attribute in the structureSection class must be empty when creating a new buildingPermitIssue ;The value of the completionDate attribute in the structureSection class must be empty when creating a new buildingPermitIssue ;RakennelmanOsa-luokan valmistumispäivämäärä-attribuutin arvon tulee olla tyhjä, jos luodaan uutta Rakentamislupa-asiaa ;RakennelmanOsa-luokan valmistumispäivämäärä-attribuutin arvon tulee olla tyhjä, jos luodaan uutta Rakentamislupa-asiaa ;;Värdet för attributet färdigställandedatum i klassen DelAvKonstruktion ska vara tomt om ett nytt bygglovsärende skapas 
Building;quality__req_structureSection_lifeCycleState_03_04;RakennelmanOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '03 - käytössä', '04 - käyttökiellossa/käyttökelvoton', jos Rakentamistoimenpide.toimenpiteenLaji = '02 - Laajentaminen', '03 - Uudelleen rakentamiseen verrattava muutostyö', '04 - Muu muutostyö', '06 - Rakennuksen osittainen purkaminen', '07 - Kaupunkikuvatoimenpide'   ;RakennelmanOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '03 - käytössä', '04 - käyttökiellossa/käyttökelvoton', jos Rakentamistoimenpide.toimenpiteenLaji = '02 - Laajentaminen', '03 - Uudelleen rakentamiseen verrattava muutostyö', '04 - Muu muutostyö', '06 - Rakennuksen osittainen purkaminen', '07 - Kaupunkikuvatoimenpide'   ;RakennelmanOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '03 - käytössä', '04 - käyttökiellossa/käyttökelvoton', jos Rakentamistoimenpide.toimenpiteenLaji = '02 - Laajentaminen', '03 - Uudelleen rakentamiseen verrattava muutostyö', '04 - Muu muutostyö', '06 - Rakennuksen osittainen purkaminen', '07 - Kaupunkikuvatoimenpide'   ;RakennelmanOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '03 - käytössä', '04 - käyttökiellossa/käyttökelvoton', jos Rakentamistoimenpide.toimenpiteenLaji = '02 - Laajentaminen', '03 - Uudelleen rakentamiseen verrattava muutostyö', '04 - Muu muutostyö', '06 - Rakennuksen osittainen purkaminen', '07 - Kaupunkikuvatoimenpide'   ;;
Building;quality__req_structureSection_lifeCycleState_new;The value of the lifeCycleState attribute in the structureSection class must be '01 - planned' when calling for the creation of a new issue.;The value of the lifeCycleState attribute in the structureSection class must be '01 - planned' when calling for the creation of a new issue.;RakennelmanOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '01 - suunnitteilla', jos kutsutaan uuden asian luontia.;RakennelmanOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '01 - suunnitteilla', jos kutsutaan uuden asian luontia.;;Värdet för attributet livscykelskede i klassen DelAvKonstruktion ska vara '01 - under planering', om ett nytt ärende skapas.
Building;quality__req_structureSection_lifeCycleState_update;The value of the lifeCycleState attribute in the structureSection class must be '01 - planned' or '02 - under construction' when calling for an update to an issue.;The value of the lifeCycleState attribute in the structureSection class must be '01 - planned' or '02 - under construction' when calling for an update to an issue.;RakennelmanOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '01 - suunnitteilla' tai '02 - rakenteilla', jos kutsutaan asian päivitystä.;RakennelmanOsa-luokan elinkaarenVaihe-attribuutin arvon tulee olla '01 - suunnitteilla' tai '02 - rakenteilla', jos kutsutaan asian päivitystä.;;Värdet för attributet livscykelskede i klassen DelAvKonstruktion ska vara '01 - under planering’ eller '02 - under konstruktion, vid uppdatering av ärendet.
Building;quality__req_structureSection_relatedFinishedStructureSection;The value of the relatedFinishedStructureSection attribute in the structureSection class is allowed and mandatory for a Structure class if the action also involves a finishedStructure-class structure;The value of the relatedFinishedStructureSection attribute in the structureSection class is allowed and mandatory for a Structure class if the action also involves a finishedStructure-class structure;RakennelmanOsa-luokan liittyväValmiinRakennelmanOsa-attribuutin arvo on sallittu ja pakollinen Rakennelma-luokalla, jos toimenpiteeseen liittyy myös  valmisRakennelma-luokan rakennelma;RakennelmanOsa-luokan liittyväValmiinRakennelmanOsa-attribuutin arvo on sallittu ja pakollinen Rakennelma-luokalla, jos toimenpiteeseen liittyy myös  valmisRakennelma-luokan rakennelma;;Värdet för attributet relateradDelAvFärdigkonstruktion i klassen DelAvKonstruktion är tillåtet och obligatoriskt för klassen Konstruktion om åtgärden också involverar en konstruktion i klassen Färdigkonstruktion
Building;quality__req_subdivisionLetterOfAddressNumber_format;The subdivisionLetterOfAddressNumber attribute in an address must be a lowercase letter between 'a' and 'ö', a hyphen (-), or a slash (/);The subdivisionLetterOfAddressNumber attribute in an address must be a lowercase letter between 'a' and 'ö', a hyphen (-), or a slash (/);Osoitteen osoitenumeronJakokirjain-attribuutin tulee olla pieni kirjain välillä ‘a’ - ‘ö’, väliviiva (-) tai kauttaviiva (/);Osoitteen osoitenumeronJakokirjain-attribuutin tulee olla pieni kirjain välillä ‘a’ - ‘ö’, väliviiva (-) tai kauttaviiva (/);;Attributet adressnummersDelningsbokstav i adressen ska vara en liten bokstav mellan ‘a’ - ‘ö’, ett bindestreck (-) eller en snedstreck (/)
Building;quality__req_usageData_commissioningDate;The commissioningDate attribute in the usageData class may not be given a value when creating a new buildingPermitIssue ;The commissioningDate attribute in the usageData class may not be given a value when creating a new buildingPermitIssue ;RakennuksenKäyttötiedot-luokan käyttöönottopäivämäärä-attribuutin arvo ei ole sallittu, jos luodaan uutta Rakentamislupa-asiaa ;RakennuksenKäyttötiedot-luokan käyttöönottopäivämäärä-attribuutin arvo ei ole sallittu, jos luodaan uutta Rakentamislupa-asiaa ;;Värdet för attributet i klassen Byggnadensanvändningsuppgifter är inte tillåtet om ett nytt byggnadslovsärende skapas 
Building;quality__req_usageData_intendedWorkingLife;The plannedUserCount attribute in the usageData class must be given a value if the value in the energyRating attribute is not '08 - Not required';The plannedUserCount attribute in the usageData class must be given a value if the value in the energyRating attribute is not '08 - Not required';RakennuksenKäyttötiedot-luokan suunniteltuKäyttäjämäärä-attribuutin arvo on pakollinen, jos energialuokka-attribuutin arvo ''08 - Ei vaadittu';RakennuksenKäyttötiedot-luokan suunniteltuKäyttäjämäärä-attribuutin arvo on pakollinen, jos energialuokka-attribuutin arvo ei ole ''08 - Ei vaadittu';;Värdet för attributet målsattalivslängd i klassen ByggnadsAnvändningsuppgifter är obligatoriskt om värdet för attributet energiklass är inte ''08 - Ej krävt'
Building;quality__req_usageData_plannedUserCount;RakennuksenKäyttötiedot-luokan suunniteltuKäyttäjämäärä-attribuutin arvo on pakollinen, jos energialuokka-attribuutin arvo ei ole ''08 - Ei vaadittu';The plannedUserCount attribute in the usageData class must be given a value if the value in the energyRating attribute is not '08 - Not required';;RakennuksenKäyttötiedot-luokan suunniteltuKäyttäjämäärä-attribuutin arvo on pakollinen, jos energialuokka-attribuutin arvo ei ole ''08 - Ei vaadittu';;Värdet för attributet planeratAnvändarantal i klassen ByggnadensAnvändningsUppgifter är obligatoriskt om värdet för klassen energiklass är inte ''08 - Ej krävt'
Building;quality__req_usageData_usageStatus;The usageStatus attribute in the usageData class may not be given a value when calling for an update to an incomplete Digital and Population Data Services Agency project.;The usageStatus attribute in the usageData class may not be given a value when submitting a new permit issue.;;RakennuksenKäyttötiedot-luokan käytössäolo-attribuutin arvo ei ole sallittu, kun toimitetaan uuden lupa-asian tietoja.;;Värdet för attributet användningssyfte i klassen ByggnadensAnvändningsUppgifter är inte tillåtet när ett nytt Bygglovsärende skapas 
Building;quality__req_usageData_usageStatus_dvv;;The usageStatus attribute in the usageData class may not be given a value when calling for an update to an incomplete Digital and Population Data Services Agency project.;;RakennuksenKäyttötiedot-luokan käytössäolo-attribuutin arvo ei ole sallittu, kun kutsutaan DVV:n keskeneräisen hankkeen päivitystä.;;
Building;quality__req_usageData_usefulFloorArea;If an object in the Apartment class has a usefulFloorArea attribute value, this value must be between 1 and 99999 that is expressed in square metres (m2).;If an object in the Apartment class has a usefulFloorArea attribute value, this value must be between 1 and 99999 that is expressed in square metres (m2).;"laatu/vaat-huoneisto-kayttoala
Mikäli Huoneisto-luokan objektilla on attribuutin käyttöala arvo, sen arvon tulee olla väliltä 1 - 99999 (1 - 10^5), ja yksikkö neliömetri (m2).
";Mikäli Huoneisto-luokan objektilla on attribuutin käyttöala arvo, sen arvon tulee olla väliltä 1 - 99999, ja yksikkö neliömetri (m2).;"kvalitet/krav-lägenhetens-användningsyta
Om ett objekt av klassen Lägenhet har ett värde för attributet användningsyta, ska dess värde vara mellan 1 - 99999 (1 - 10^5) och enheten kvadratmeter (m2).
";Om ett objekt i klassen lägenhet har ett värde för attributet användningsyta, ska dess värde vara inom intervallet 1 - 99999 och enheten kvadratmeter (m2).
Building;quality__req_valid_property_not_found;;Property not found in the database or has expired;;Kiinteistöä ei löydy tietokannasta tai se on vanhentunut;;Fastigheten finns inte i databasen eller har upphört att gälla
Building;quality_req_building_mainPurpose;The mainPurpose attribute of the building class should contain the precise 4 digit code;The mainPurpose attribute of the building class should contain the precise 4 digit code;;;;
Building;quality_req_buildingObjectIssue_allApartments;The building to be updated with a buildingObjectIssue must contain all operative apartments;The building to be updated with a buildingObjectIssue must contain all operative apartments;;RakennuskohdeAsialla päivitettävän rakennuksen tulee sisältää kaikki voimassaolevat huoneistot;;Byggnad som ska uppdateras med en byggnadsobjektsärende måste innehålla alla giltiga lägenheter
Building;quality_req_buildingObjectIssue_constructionActionkey;When creating a new buildingObjectIssue, the identifier (UUID) of the construction action must not exist in Ryhti.;When creating a new buildingObjectIssue, the identifier (UUID) of the construction action must not exist in Ryhti.;;Luotaessa uutta rakennuskohdeAsiaa, ei sen rakentamistoimenpiteen tunnistetta (UUID) saa vielä löytyä Ryhdistä.;;Vid skapande av ett nytt byggnadsobjektsärende ska identifier (UUID) för Byggnadsåtgärd finnas inte i Ryhti
Building;quality_req_buildingObjectIssue_historySections;The buildingObject to be updated with a buildingObjectIssue must contain all the building sections whose partitionReason = '2 - Building history-based partition';The buildingObject to be updated with a buildingObjectIssue must contain all the building sections whose partitionReason = '2 - Building history-based partition';;RakennuskohdeAsialla päivitettävän rakennuskohteen tulee sisältää kaikki osat, joiden ositteluPeruste-attribuutin arvo on '2 - Rakentamishistoriaan perustuva osittelu';;BuildingObject som ska uppdateras med en buildingObjectIssue måste innehålla alla byggnadssektioner vars partitionReason = '2 - Byggnadshistorikbaserad partition'
Building;quality_req_finishedBuilding_apartment_lifeCycleState;;The lifeCycleState attribute in the apartment class of finishedBuilding must be in: 3 - Move-in ready, 4 - In use, 5 - Under move-in prohibition.;;Valmiin rakennuksen huoneisto-luokan elinkaarenTila attribuutin arvon tulee olla: 3 - Muuttovalmis, 4 - Käytössä, 5 - Muuttokiellossa.;;Värdet för attributet livscykelskede för en färdig byggnad i klassen Lägenhet ska vara : '3 - Flyttfärdig', '4 - Används','5 - Flyttförbud'.
Building;quality_req_finishedBuilding_buildingSection_lifeCycleState;;The lifeCycleState attribute in the buildingSection class of finishedBuilding must be in: 03 - In use, 04 - Use prohibited/unusable, 06 - Demolished, 99 - Not known.;;Valmiin rakennuksen rakennuksenOsa-luokan elinkaarenTila attribuutin arvon tulee olla: 03 - Käytössä, 04 - Käyttökiellossa/käyttökelvoton, 06 - Purettu, 99 - Ei tietoa.;;Värdet för attributet livscykelskede av klassen färdigByggnad i klassen DelAvByggnad ska vara '03 - i bruk', '04 - användningsförbud/obrukbar','06 - riven','99 - ingen uppgift'.
